acc	453844473.2	-0.99622	0.08464	-0.09476
acc	453844473.3	-1.00485	0.08372	-0.10463
acc	453844473.4	-1.00574	0.08011	-0.09091
acc	453844473.4	-1.0047	0.07727	-0.08401
acc	453844473.5	-1.00369	0.07553	-0.07028
acc	453844473.5	-1.00098	0.0822	-0.07127
acc	453844473.5	-0.99707	0.07866	-0.04573
acc	453844473.5	-0.99603	0.07492	-0.03394
acc	453844473.6	-0.99704	0.07686	-0.03593
acc	453844473.6	-0.99126	0.07764	-0.03976
acc	453844473.6	-0.98451	0.07761	-0.03186
acc	453844473.6	-0.97876	0.0784	-0.03473
acc	453844473.6	-0.98265	0.07947	-0.0338
acc	453844473.6	-0.98349	0.07472	-0.02888
acc	453844473.6	-0.98355	0.0775	-0.03673
acc	453844473.6	-0.98369	0.08224	-0.04362
acc	453844473.6	-0.98959	0.0863	-0.03885
acc	453844473.6	-1.00006	0.08083	-0.03401
acc	453844473.6	-1.00491	0.08278	-0.039
acc	453844473.6	-1.01443	0.07895	-0.05183
acc	453844473.6	-1.02493	0.07526	-0.05586
acc	453844473.6	-1.01799	0.06932	-0.05473
acc	453844473.6	-1.00972	0.0835	-0.06258
acc	453844473.6	-1.00136	0.09396	-0.06058
acc	453844473.6	-1.00024	0.0891	-0.06151
acc	453844473.6	-0.9868	0.09077	-0.05743
acc	453844473.6	-0.98132	0.10126	-0.05942
acc	453844473.6	-0.98669	0.11974	-0.05962
acc	453844473.5	-1.01048	0.07657	-0.07527
acc	453844473.7	-1.0015	0.13155	-0.06671
acc	453844473.7	-1.00662	0.14217	-0.0737
acc	453844473.7	-1.00453	0.13629	-0.07658
acc	453844473.7	-1.00696	0.121	-0.06964
acc	453844473.7	-1.0011	0.11798	-0.06859
acc	453844473.7	-0.99925	0.12086	-0.06662
acc	453844473.8	-0.9975	0.12665	-0.06467
acc	453844473.8	-0.99313	0.14282	-0.07353
acc	453844473.8	-0.98572	0.15242	-0.06764
acc	453844473.8	-0.9847	0.15068	-0.05391
acc	453844473.8	-0.96832	0.15054	-0.03802
acc	453844473.8	-0.95769	0.14925	-0.04474
acc	453844473.8	-0.95584	0.18494	-0.04497
acc	453844473.9	-0.95012	0.18687	-0.03412
acc	453844473.9	-0.93382	0.1913	-0.03688
acc	453844473.6	-0.99272	0.12846	-0.06462
acc	453844473.9	-0.94736	0.19241	-0.04784
acc	453844473.9	-0.94496	0.17598	-0.04575
acc	453844473.9	-0.93227	0.17082	-0.04945
acc	453844473.9	-0.93994	0.20186	-0.05174
acc	453844473.9	-0.92372	0.17479	-0.02881
acc	453844473.9	-0.91495	0.17381	-0.0816
acc	453844473.9	-0.93837	0.18466	-0.10156
acc	453844473.9	-0.96359	0.18761	-0.07054
acc	453844473.9	-0.93245	0.17589	-0.03285
acc	453844473.9	-0.95322	0.16016	-0.01831
acc	453844473.9	-0.95218	0.15814	-0.02318
acc	453844473.9	-0.95143	0.1665	-0.04379
acc	453844474	-0.95424	0.16592	-0.08693
acc	453844474	-0.97652	0.1684	-0.08331
acc	453844474	-0.98337	0.17094	-0.05304
acc	453844474	-0.98442	0.17166	-0.00703
acc	453844474	-0.98138	0.1667	-0.01088
acc	453844474	-0.95917	0.16673	-0.04095
acc	453844474	-0.95728	0.16925	-0.06154
acc	453844474	-0.95918	0.16901	-0.08115
acc	453844474	-0.95326	0.16568	-0.10065
acc	453844474	-0.96017	0.17242	-0.11252
acc	453844474	-0.98256	0.1779	-0.10109
acc	453844474	-0.99086	0.16258	-0.0423
acc	453844474	-0.9689	0.13782	-0.05069
acc	453844473.9	-0.96529	0.17838	-0.04504
acc	453844474	-0.96225	0.14363	-0.10355
acc	453844474	-0.96289	0.16647	-0.12624
acc	453844474	-0.94987	0.18275	-0.11539
acc	453844474.1	-0.94386	0.17427	-0.09373
acc	453844474.1	-0.92195	0.18343	-0.09451
acc	453844474.1	-0.93129	0.20575	-0.09967
acc	453844474.1	-0.96068	0.19054	-0.12833
acc	453844474.1	-0.9847	0.15424	-0.13719
acc	453844474.1	-0.99677	0.13962	-0.1637
acc	453844474.1	-0.99791	0.14618	-0.17845
acc	453844474.1	-0.97636	0.16879	-0.18422
acc	453844474.1	-0.9566	0.18344	-0.14392
acc	453844474.2	-0.93718	0.17915	-0.14365
acc	453844474.2	-0.9324	0.18001	-0.14259
acc	453844474.2	-0.92056	0.17255	-0.17279
acc	453844474.2	-0.92023	0.16405	-0.22368
acc	453844474.2	-0.93982	0.17494	-0.2338
acc	453844474.2	-0.97256	0.17206	-0.2175
acc	453844474.2	-0.98561	0.15451	-0.18423
acc	453844474.2	-0.98035	0.13916	-0.16937
acc	453844474.2	-0.97456	0.13907	-0.16736
gry	453844474.3	0.14713	-0.05905	-0.36824
acc	453844474.3	-0.96877	0.13889	-0.17021
gry	453844474.3	0.13369	-0.15005	-0.35502
gry	453844474.3	0.15209	-0.22145	-0.36666
acc	453844474.3	-0.98253	0.14717	-0.15575
gry	453844474.3	0.19109	-0.24589	-0.37502
gry	453844474.3	0.23365	-0.19151	-0.38045
acc	453844474.3	-1.00029	0.1282	-0.15878
acc	453844474.3	-0.998	0.14767	-0.14418
acc	453844474.3	-1.00984	0.1254	-0.1667
gry	453844474.3	0.26749	-0.09879	-0.36652
gry	453844474.3	0.29645	-0.01471	-0.35127
acc	453844474.3	-1.00665	0.11568	-0.1666
gry	453844474.3	0.30352	0.02253	-0.33065
gry	453844474.3	0.29358	0.01413	-0.30837
acc	453844474.3	-0.99792	0.11276	-0.15373
acc	453844474.4	-0.99692	0.11089	-0.14783
gry	453844474.4	0.2727	0.02655	-0.28753
gry	453844474.4	0.25654	0.11051	-0.25751
acc	453844474.4	-1.01138	0.11256	-0.18721
gry	453844474.4	0.26343	0.21806	-0.224
gry	453844474.4	0.29004	0.25407	-0.21322
acc	453844474.4	-1.01501	0.10506	-0.1774
acc	453844474.4	-1.01482	0.09904	-0.19206
gry	453844474.4	0.3072	0.25646	-0.22804
gry	453844474.4	0.31595	0.2599	-0.25274
acc	453844474.4	-1.02254	0.09998	-0.20587
gry	453844474.4	0.3089	0.28044	-0.27886
gry	453844474.4	0.28109	0.30219	-0.29513
acc	453844474.4	-1.02139	0.09329	-0.19995
acc	453844474.4	-1.01605	0.07503	-0.18605
gry	453844474.4	0.25436	0.33272	-0.29915
gry	453844474.4	0.22001	0.37715	-0.27
acc	453844474.4	-1.0117	0.0584	-0.19275
acc	453844474.5	-1.00439	0.07411	-0.229
gry	453844474.5	0.14283	0.39704	-0.21226
gry	453844474.5	0.06931	0.38375	-0.15174
acc	453844474.4	-1.02303	0.11575	-0.18639
gry	453844474.5	0.02142	0.30288	-0.09793
gry	453844474.5	0.01294	0.14294	-0.08898
acc	453844474.5	-0.99332	0.09044	-0.2182
acc	453844474.5	-0.96919	0.08917	-0.20221
gry	453844474.5	0.02072	-0.0224	-0.12686
gry	453844474.5	0.03328	-0.10767	-0.1618
acc	453844474.5	-0.96263	0.09579	-0.20218
acc	453844474.5	-0.95671	0.09242	-0.22462
gry	453844474.5	0.04432	-0.06591	-0.17453
gry	453844474.5	0.05857	0.07357	-0.14997
acc	453844474.5	-0.95818	0.07838	-0.26079
acc	453844474.5	-1.00967	0.08968	-0.22917
