gyr,1432647328703310000,0.14453,0.01471,0.01231
gyr,1432647328752300000,0.04112,0.00302,0.02098
gyr,1432647328804020000,-0.03061,-0.06018,0.02647
gyr,1432647328854360000,-0.03657,-0.03579,0.01266
gyr,1432647328905470000,0.03671,0.00733,-0.02472
gyr,1432647328956590000,0.02051,0.05075,0.01186
gyr,1432647329007880000,-0.05079,0.02054,0.09477
gyr,1432647329059160000,-0.0764,-0.00781,0.10489
gyr,1432647329110140000,-0.01017,-0.05483,0.04865
gyr,1432647329161410000,0.06666,0.03024,0.01827
gyr,1432647329213200000,0.073,-0.04752,-0.00318
gyr,1432647329263790000,0.02066,0.00138,0
gyr,1432647329315900000,-0.01361,-0.03668,0.02626
gyr,1432647329365960000,-0.01851,0.03219,0.02558
gyr,1432647329417290000,-0.0334,0.0005,0.05796
gyr,1432647329467310000,-0.04292,-0.01704,0.03838
gyr,1432647329518410000,0.00592,-0.0182,0.01746
gyr,1432647329569660000,0.04344,-0.01034,0.03345
gyr,1432647329620560000,0.10197,-0.00401,0.01493
gyr,1432647329671960000,0.11902,-0.00271,0.01123
gyr,1432647329722540000,0.09837,0.05984,0.00567
gyr,1432647329773730000,-0.03225,0.05347,0.06115
gyr,1432647329824660000,-0.09865,0.00112,0.1418
gyr,1432647329876050000,-0.11781,-0.03997,0.11504
gyr,1432647329927000000,-0.05794,-0.02889,0.0829
gyr,1432647329978410000,0.06823,-0.02553,-0.01327
gyr,1432647330029460000,0.0569,0.02283,0.02203
gyr,1432647330080790000,0.00964,-0.00474,0.00869
gyr,1432647330131720000,-0.00354,0.04902,-0.01405
gyr,1432647330183170000,-0.06891,-0.02434,-0.03684
gyr,1432647330234100000,-0.07396,0.00292,-0.01983
gyr,1432647330285470000,0.00938,-0.05851,0.03883
gyr,1432647330336560000,0.01773,0.04258,0.04772
gyr,1432647330387960000,-0.035,0.0096,0.09612
gyr,1432647330438240000,-0.09603,-0.04215,0.12495
gyr,1432647330489710000,-0.02383,-0.07422,0.07967
gyr,1432647330540670000,0.09122,-0.06582,-0.00052
gyr,1432647330592080000,0.12462,-0.05894,-0.05855
gyr,1432647330642990000,0.10762,-0.04925,-0.06113
gyr,1432647330694390000,0.08815,-0.0051,-0.06281
gyr,1432647330745370000,0.03639,0.02125,0.00599
gyr,1432647330796750000,-0.02363,0.05585,0.05003
gyr,1432647330847670000,-0.02663,0.07009,0.10664
gyr,1432647330899110000,-0.03099,-0.0351,0.06324
gyr,1432647330950000000,0.01591,-0.00986,-0.00976
gyr,1432647331001420000,0.05248,-0.04294,-0.01805
gyr,1432647331052360000,0.03916,-0.02342,-0.02442
gyr,1432647331103900000,0.02084,-0.02221,-0.01581
gyr,1432647331154870000,0.01588,0.01846,-0.0088
gyr,1432647331206120000,-0.04752,-0.01371,0.01243
gyr,1432647331257110000,-0.06331,-0.00893,0.00991
gyr,1432647331308450000,0.022,-0.03197,-0.00954
gyr,1432647331358370000,0.06343,-0.0109,-0.02082
gyr,1432647331409760000,0.05593,-0.0156,0.0002
gyr,1432647331460710000,0.0057,-0.02161,0.0397
gyr,1432647331512160000,-0.04379,-0.0556,0.00667
gyr,1432647331563310000,-0.01547,-0.01407,-0.03319
gyr,1432647331614490000,0.01482,-0.02848,-0.02192
gyr,1432647331665360000,0.00607,-0.03069,0.00277
gyr,1432647331716770000,0.01455,-0.02691,0.00521
gyr,1432647331767770000,0.03271,-0.02913,0.01388
gyr,1432647331819140000,0.00954,-0.01691,0.01991
gyr,1432647331870130000,0.01696,-0.03792,0.00902
gyr,1432647331921720000,0.01949,-0.01958,-0.00226
gyr,1432647331972560000,0.00737,-0.02341,-0.00594
gyr,1432647332059390000,0.02799,-0.00968,-0.00235
gyr,1432647332074310000,-0.02695,-0.04419,0.02385
gyr,1432647332125500000,-0.05393,-0.00841,0.04569
gyr,1432647332176410000,-0.00011,-0.02076,0.01254
gyr,1432647332235070000,0.02787,-0.01567,0.01005
gyr,1432647332279010000,0.04504,-0.02928,-0.00461
gyr,1432647332330190000,0.03532,-0.01583,-0.00599
gyr,1432647332380530000,0.01938,-0.00346,0.00745
gyr,1432647332432560000,-0.02092,-0.01949,0.02732
gyr,1432647332482880000,0.05577,-0.01417,0.01622
gyr,1432647332534330000,0.01927,-0.01807,0.01993
gyr,1432647332585160000,0.04499,-0.03412,0.0016
gyr,1432647332636630000,0.11925,0.06093,-0.01653
gyr,1432647332687540000,-0.07716,0.02356,0.05647
gyr,1432647332738830000,-0.16448,-0.00896,0.16036
gyr,1432647332789880000,-0.07989,0.01163,0.08743
gyr,1432647332841230000,0.03279,-0.0108,0.00383
gyr,1432647332892140000,0.12695,0.00883,-0.05304
gyr,1432647332943510000,0.215,0.02229,-0.10739
gyr,1432647332994480000,0.14885,0.0483,-0.05834
gyr,1432647333045890000,-0.06536,0.04747,0.09079
gyr,1432647333096840000,-0.1512,0.0638,0.1646
gyr,1432647333150890000,-0.08218,0.04496,0.19321
gyr,1432647333199490000,0.01817,0.10015,0.12243
gyr,1432647333250670000,0.03742,0.09897,0.02005
gyr,1432647333301700000,0.07117,0.10204,0.04842
gyr,1432647333353120000,0.12343,0.1393,0.04687
gyr,1432647333404330000,0.03671,0.13431,0.0888
gyr,1432647333455290000,-0.00847,0.08261,0.11271
gyr,1432647333506470000,0.00315,0.09903,0.04346
gyr,1432647333557710000,0.07859,0.05766,0.03899
gyr,1432647333608900000,0.11172,0.02675,0.0097
gyr,1432647333659680000,0.10671,0.01339,0.02587
gyr,1432647333709660000,0.04833,-0.03247,0.03244
gyr,1432647333760100000,0.09271,0.02974,-0.03476
gyr,1432647333810520000,0.0726,0.06455,-0.09311
gyr,1432647333860640000,-0.01127,0.05411,-0.09308
gyr,1432647333911930000,-0.07423,-0.00199,-0.11479
gyr,1432647333963940000,-0.06148,-0.00759,-0.17519
gyr,1432647334014380000,-0.10264,-0.00811,-0.19249
gyr,1432647334066690000,-0.18721,-0.03151,-0.24416
gyr,1432647334116820000,-0.33044,-0.07829,-0.26233
gyr,1432647334167640000,-0.35274,-0.15414,-0.21472
gyr,1432647334217710000,-0.27825,-0.07693,-0.37705
gyr,1432647334268480000,-0.21631,-0.12806,-0.36786
gyr,1432647334319120000,-0.15859,-0.1502,-0.30221
gyr,1432647334369770000,-0.07807,-0.09713,-0.33474
gyr,1432647334421280000,-0.10354,-0.10442,-0.21747
gyr,1432647334472340000,-0.17119,-0.06788,-0.01676
gyr,1432647334524050000,-0.07843,-0.0145,0.06424
gyr,1432647334574350000,-0.05124,-0.00224,0.14188
gyr,1432647334625740000,-0.04582,-0.04966,0.08805
gyr,1432647334676730000,-0.10307,0.09238,-0.03306
gyr,1432647334728120000,-0.36207,-0.29019,0.12344
gyr,1432647334779090000,-0.58407,-0.41496,0.20837
gyr,1432647334830480000,-0.16377,0.36113,-0.0604
gyr,1432647334881510000,0.4488,0.08525,-0.02884
gyr,1432647334932890000,-0.07514,-0.23623,0.23914
gyr,1432647334983860000,-0.50996,-0.49328,0.588
gyr,1432647335035290000,-0.26605,0.36622,0.20228
gyr,1432647335086290000,0.25231,0.26035,-0.08623
gyr,1432647335137730000,0.22651,-0.42313,-0.01051
gyr,1432647335188080000,-0.40745,-0.50762,0.17981
gyr,1432647335239480000,-0.38521,-0.14062,-0.00512
gyr,1432647335290410000,-0.05225,-0.36278,0.14661
gyr,1432647335341820000,0.08313,0.35164,-0.07244
gyr,1432647335392780000,0.33213,0.90561,-0.58228
gyr,1432647335444160000,0.35378,-0.01421,-0.24758
gyr,1432647335495120000,0.16074,0.74296,-0.69559
gyr,1432647335546750000,0.52332,0.12732,-0.4376
gyr,1432647335597580000,0.3171,0.14408,-0.3602
gyr,1432647335649530000,0.1371,0.38515,-0.36886
gyr,1432647335699790000,0.22211,0.0191,-0.45777
gyr,1432647335750180000,0.3075,-0.67136,-0.31527
gyr,1432647335801170000,0.29249,-1.14888,-0.11569
gyr,1432647335852580000,0.61951,-0.85048,0.23086
gyr,1432647335903630000,0.41529,-1.06587,0.24513
gyr,1432647335954890000,0.11065,-1.11817,0.07634
gyr,1432647336005850000,-0.3119,-0.70987,-0.002
gyr,1432647336057300000,-0.59465,-0.20571,-0.45749
gyr,1432647336108240000,-0.07223,-0.13087,-0.1851
